,username,location,tweet_text,count_of_retweets,company
36,BlogForTheCause,Online!,"Nike Air Jordan Retro 1 High OG ""ROYAL BLUES"", Men's Size 10.5 https://t.co/UDjLsu6T4a",0,ebay
37,WatchesArt,,#18k YG. AND DIAMOND LADIES VINTAGE DRESS ROLEX WATCH #LuxuryWatch https://t.co/lgfmZQTP3h https://t.co/VaWMJL7i8s,0,ebay
38,ShoesIsCrazy,US,Brand New Air Jordan 3 Retro Prem HC Women's Athletic Sneakers [AA1243 020] https://t.co/FYVDncd0lH,0,ebay
39,BlogForTheCause,Online!,"Nike Tanjun SE 844908001 black halfshoes 6.0,6.5 https://t.co/ryvRFp0wfT",0,ebay
40,BlogForTheCause,Online!,Nike Air Jordan 2010 / US Size 9 /  BLK/DARK CHARCOAL-VRSTY RD 387358 001 / New https://t.co/0rsmRvl9Qw,0,ebay
41,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC via #eBay,0,ebay
42,WatchesArt,,#Omega Seamaster Professional 300m 2561.80.00 Wrist Watch for Men James #LuxuryWatch https://t.co/grQrBGnxu6 https://t.co/J9ncidethZ,0,ebay
43,BlogForTheCause,Online!,Nike X KITH Air Pippen 1 - Black Pony Size 12 https://t.co/FzwDoDfr7e,0,ebay
44,BlogForTheCause,Online!,Nike Air Max 97 Cobblestone Grey Suede White UK 12 13 US QS PRM https://t.co/YDOqFBS9DX,0,ebay
45,2ndressedtokill,,♠♯ Nine West M/8 Brown Silk Artsy Floral Print Beaded V-Neckline Short Sl... Crazy Prices https://t.co/EPUPlBdUmv https://t.co/aC2AnNTXns,0,ebay
46,SpartyHawkCache,"Overland Park, KS",Check out Amos Otis (CF) Kansas City Royals - Autographed MLB Baseball (BAS COA) https://t.co/jlJwucj979 @eBay,0,ebay
47,hammersmith78,,RT @collectstones: Rolling Stones /    Lp  2a / 3a https://t.co/3wHs9tLjYo https://t.co/21Czsij2qG,3,ebay
48,BlogForTheCause,Online!,NEW DS Nike Air Jordan 1 Retro Hare 2009 Size 11.5 Mens 374454 011 https://t.co/XX0inoh935,0,ebay
49,SouthernEclect,"Myrtle Beach, SC",Check out Healthy Cooking by Taste of Home June / July 2011  https://t.co/y6D2eeAHU8 via @eBay,0,ebay
50,BlogForTheCause,Online!,NIB Men's Nike Air VaporMax FlyKnit Pure Platinum / Wolf Grey 849558-004 https://t.co/HknY2hCsWW,0,ebay
51,dejavugarbsplu3,,♡❃ Green Tea Plus XXL New  Blue Crushed Velvet Step Hemline Short Sleeve... Act now https://t.co/rUuum9gOXf https://t.co/n0dAyqwby9,0,ebay
52,ShoesIsCrazy,US,Brooks Running Men's Addiction 13 Shoe https://t.co/iBHOXYllfg,0,ebay
53,BlogForTheCause,Online!,Foamposite Volt lime  size 13 https://t.co/em1JX4sesc,0,ebay
54,Brand_Clothes,USA,◔• NIB ALAIA BLACK SUEDE STUDDED ROUND TOE SCULPTURED HIGH HEEL PUMPS 36.... Classic https://t.co/2a5mlRywOr https://t.co/0F0UZVa3f5,0,ebay
55,Patrici24365075,"Chester, England",#BarnsleyHour 🙄 Dragon Head Knife Hand Spinner Darts Stress Reducer EDC Fidget Finger Toy Cool 🤔… https://t.co/2HMQxchF4p,0,ebay
56,BlogForTheCause,Online!,Nike Air Max 95 Running Walking Black Binary Blue Royal Grey Sz 13 749766-023  https://t.co/Q8Hu9aAmaK,0,ebay
57,dejavugarbs,"Las Vegas, NV",✔♮ GREEN TEA XXL NEW TEAL SPACE-DYE ZIPPER DETAIL HI-LO HEM SHORT SLEEVE... Best Ever https://t.co/HsdQuri7gw https://t.co/4vZaJBezce,0,ebay
58,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Small #Nike https://t.co/6xODP6f3DC via @eBay,0,ebay
59,dejavugarbsplu3,,☼♮ GREEN TEA XL NEW WHITE BUTTERFLY PATTERN STUDS ROUND NECK SHORT SLEEVE... Act now https://t.co/I4mDZRmlm5 https://t.co/NqpYnT6obL,0,ebay
60,Malibulove919,Malibu,Check out Lululemon gorgeous hot pink zip pullover size 6 #Lululemon #ZipPullover https://t.co/y7FiZg8e2O via @eBay,0,ebay
61,belleshoppe333,Pacific Northwest - Oregon,RT @blueamberrain6: Check out Milton Toddler 12 Month Airborne Jumpsuit Green Military Outfit Dressup  https://t.co/0AkU0xTzFD @eBay,6,ebay
62,PeriodComics,,Amazing Adventures # 6 - Ditko art &amp; Kirby monster cover VG Cond. https://t.co/h0bH4FvikL https://t.co/8hECoL3noS,0,ebay
63,Bokanume,,Check out AIR JORDAN 2 RETRO NIGHTSHADE II SZ SIZE 14 385475-303 just don off white 1 blue #Jordan https://t.co/KGEMbphyhe via @eBay,0,ebay
64,CallaghanDamien,Canberra Australia,Check out Patrick Patty Mills Hand Signed San Antonio Spurs NBA Jersey https://t.co/m06r8TRKAe @eBay @NBAcom @NBA_AU,0,ebay
65,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC,0,ebay
66,SpartyHawkCache,"Overland Park, KS",Check out John Mayberry (1B) Kansas City Royals - Autographed MLB Baseball (BAS COA) https://t.co/uCA2DKQp4t @eBay,0,ebay
67,ambigdeals,"Florida, USA",Check out what I found. Cooker Pressure Electric 7 Litre 1000 W Brushed Stainless Steel/Black https://t.co/sMx8ZlFVoF via @eBay_UK,0,ebay
68,sambawoman,"Lake Michigan shores, USA",RT @USClassicAutos: eBay: 1956 Lincoln Premiere 2 door Best of the Best !! Over $150k 3 year restoration !! Make… https://t.co/FvmmF9yguJ #…,1,ebay
69,2ndressedtokill,,⌂ő NY Collection Juniors Plus 2X New Blue Faux Wrap Sleeveless Full- Leng... Affordable https://t.co/G4mKdSn0aA https://t.co/Hx1iBNE6mR,0,ebay
70,belleshoppe333,Pacific Northwest - Oregon,RT @blueamberrain6: Check out Jones New York Womans Dress Suit NEW Sz 8 Stretch Work Wool Blend $300 Value https://t.co/w9450oKTLN @eBay,4,ebay
71,ukbusinessnet,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/xSHCuf1Gpi!! Any store size - FR… https://t.co/ShKdAis8Ym,0,ebay
72,UKbusinesspromo,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/bvhVh1iA74!! Any store size - FR… https://t.co/l77A5FiaHE,0,ebay
73,networking4uk,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/Zhl2wUMd4f!! Any store size - FR… https://t.co/TJL435hDOR,0,ebay
74,2ndressedtokill,,♮∞ WISHES WISHES WISHES JUNIORS 7 NEW CORAL BODY-CON STRAPLESS ABOVE KNEE... Check It Out https://t.co/l3Mh4AOiLJ https://t.co/vuV1U4sPWe,0,ebay
75,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC via @eBay,0,ebay
76,SouthernEclect,"Myrtle Beach, SC",Check out Every Day with Rachael Ray Magazine August 2011  https://t.co/qOUBRkB5Pg via @eBay,0,ebay
77,TurtleTycoon,"New York, NY",Mutant Ninja Turtles TMNT Action Figures Collection Toys Set Gift 6pcs  on eBay: https://t.co/TjBJM8vPUL #tmnt… https://t.co/RdHvdXvMtT,0,ebay
78,propriator,Good Ole US of A,RT @RedworldToys: PLEASE RT NEW LISTING FUNKO POP VINYL FIGURE - SERIES 1 - #BATMAN #THEJOKER NO. 44 MB #FUNKOPOP #FUNKO https://t.co/rWv5e…,3,ebay
79,wildlife_ranger,Yorkshire,#photography  #digitalcamera #canon #eos #canoneos #lens #camera #cameraspares #nikon #dslr #photographer  Canon… https://t.co/jkaRAWJeEf,0,ebay
80,dejavugarbs,"Las Vegas, NV",♮☾ Green Tea L New Gray Space-Dye Zip Back Hem Split Neck Short Sleeve Tu... Best Ever https://t.co/MWw0f9HaG1 https://t.co/qp3s7OARjO,0,ebay
81,Sun_Lord,London,Prextex Remote Control Monster Police Truck Radio Control Police Car Toys Boys https://t.co/dp1ZB82gLN @eBay,0,ebay
82,SpartyHawkCache,"Overland Park, KS",Check out Christian Colon (2B/SS) Miami Marlin - Autographed MLB Baseball (BAS COA) https://t.co/IImqbPnMiE @eBay,0,ebay
83,HarryDownes69,"Falkirk, Stirlingshire","RT @Quizman3: Golden Years of #Darlington. Local #History - Nostalgia, #Durham (*Hardback*)  https://t.co/CixT6AjAf4 via @eBay_UK",4,ebay
84,dejavugarbsplu3,,ő Green Tea Plus XXL New Pink Crushed Velvet Step Hemline Short Sleeve T... Be Inspired! https://t.co/0ifEGHeq9U https://t.co/gp07XKYGgy,0,ebay
85,pearwomper,New Jersey,Check out #Pennsylvania #Railroad West Jersey &amp; Seashore Railroad #TimeTable 63 June 1911 #Collectibles https://t.co/8ub9EYR83C via @eBay,0,ebay
86,EternityDesignD,"Gilbertsville, PA",RT @Seraphimslair: @IamMicaela_K @cottage_green @Cindy02051676 @RetVintage @EverRotating @ReynoldRetro @Replacements4U @ImperialCrochet @Et…,5,ebay
87,Adriana10118,,✾ New Women's The North Face Ladies Agave Coat Jacket Medium Shop &amp; Save https://t.co/1DI3kWxStb https://t.co/oZ2haK8Ps9,0,ebay
88,ENGLANDTOWN,New York City,I liked a @YouTube video https://t.co/qaWB9WVEaZ How to Sell on eBay | Beginners Tutorial Tips and Tricks 2017,0,ebay
89,SmartHomeParts,United States,Android 4.4 Mini 1080P DLP LED Projector 2.4/5G WiFi Bluetooth4.0 HD USB TF J6X4 https://t.co/hZDYXxsTJ4 https://t.co/eVYVibNw9h,0,ebay
90,BitcoinGatherer,Decentralized,Bitcoin on eBay: (2015 Denarium Gold Plated Brass Physical Bitcoin ...) - https://t.co/6xobR9dMgH #bitcoin #bAgile… https://t.co/i0p2kZAXcY,0,ebay
91,The_Rusty_Nail1,"South Carolina, USA",RT @The_Rusty_Nail1: Look what I found on @eBay! https://t.co/W4RPRJUfTK via @eBay,24,ebay
92,joebayy,,Kendra Scott Mother Of Pearl Alexandra's SINGLE EARRING #KendraScott #Selling #Amazon #ForSale #Selling #Ebay  https://t.co/v0AQG61Oik,0,ebay
93,BennettStreet1,,Check out Who Moved My Cheese? : An Amazing Way to Deal with Change in Your Work and in Yo  https://t.co/4XNVY7239J via @eBay,0,ebay
94,SpartyHawkCache,"Overland Park, KS","Check out ""Trader"" Jack McKeon (MGR) Florida Marlins - Autographed MLB Baseball (BAS COA)  https://t.co/XXnKguppVN @eBay",0,ebay
95,dejavugarbsplu3,,♢❞ Green Tea M New Gray Space-Dye Zip Back Hem Split Neck Short Sleeve Tu... Act Soon! https://t.co/532FjYhZuP https://t.co/uOUhyz5crr,0,ebay
96,sandysgingham,Wild Wild West,2 Post Road Custom Hand Towels Decorated w New Ralph Lauren Fabric | eBay  https://t.co/FGGlpAmRYH,0,ebay
97,serowa,Georgia,Check out Rouge Foxy-02 Decorated Black Size 8 Calf Cowboy Boots #Rouge #Cowboy https://t.co/UPIbj6Lr8M via @eBay,0,ebay
98,NewDeals_C87,,PISEN OTG Adapter For Cell #Phone #Tablet #digital #market #deals #sales #today #iphone #tech #video #np… https://t.co/pK1I4MAvAb,0,ebay
99,brandbazzar,"West Hartford, CT",[SALE] #Starbucks #coffee #mug 16 fl oz (473 ml) DO NOT MICROWAVE H https://t.co/XA5ZZpAeB9 visit our ebay store https://t.co/AGTTMYdtxC,0,ebay
100,BigFishFinds,North Carolina,RT @supergirlebay: #Gymboree #BabyGirl #Yellow #Strawberry #Flowers #Sleeveless #Dress #girlboss #babyclothes  Size 6 - 12 Months https://t…,1,ebay
101,CatBot13,America,RT @BidNowPetSupply: NEW American Flag Dog Collar - Large   MADE IN USA https://t.co/sDMHTO7Lqh #petsupplies #pet #dog #cat #ebay #ad,1,ebay
102,Yeuxfa_Xeotsu,"New York, USA",Zinc Alloy Metal Drawer Cabinet Cupboard Wardrobe Door Pull Handle Knobs https://t.co/AwSwGMwFks,0,ebay
103,BidNowPetSupply,America,NEW American Flag Dog Collar - Large   MADE IN USA https://t.co/sDMHTO7Lqh #petsupplies #pet #dog #cat #ebay #ad,1,ebay
104,1percentwatches,,#Blancpain Villeret Ultra Slim 18k Yellow Gold Open Skeleton Case Back  https://t.co/ofg2D9y9cp https://t.co/dbCORC4Yf8,0,ebay
105,Toms_Golf_Deals,"Illinois, USA",Look what I found on @eBay! https://t.co/9mpxP0RE7r via @eBay,0,ebay
106,richcash8,"Lake Tahoe, Nevada","Prince Alwaleed billionaire Clinton Foundation donor w AAPL, C, EBAY, FOXA, TWTR, called T ""disgrace not only to GOP but to all America""",0,ebay
107,Chromecastebay,United States,New Chromecast on Ebay Genuine Authentic Google Chromecast Media Streaming Device (H2G2-42) - Used… https://t.co/SIapLslxTB,0,ebay
108,joebayy,,Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC via @eBay,0,ebay
109,SpartyHawkCache,"Overland Park, KS","Check out Al ""The Mad Hungarian"" Hrabosky (P) StL Cards-Autographed MLB Baseball (BAS COA) https://t.co/sbhpIa7m0B @eBay",0,ebay
110,lappear_ebay,New Jersey,♡∞ Christmas Carolers Bell Siilver PLated? with Wooden Handle U25 https://t.co/8IswPOMTum https://t.co/Uxip64BQuP,0,ebay
111,ambigdeals,"Florida, USA",Check out what I found. Cooker Pressure Electric 6 Litre 1000 W Brushed Stainless Steel Black https://t.co/ejOSLCi2qq via @eBay_UK,0,ebay
112,1percentwatches,,#Omega Seamaster Professional 300m 2561.80.00 Wrist Watch for Men James https://t.co/aPcwJCV4ZR https://t.co/w7nZg6CVcO,0,ebay
113,dejavugarbsplu3,,♠Δ Green Tea Plus XXL New Black Crushed Velvet Step Hemline Short Sleeve... Available 4U https://t.co/HZhiIw9olr https://t.co/eBtZTPK0JM,0,ebay
114,BlogForTheCause,Online!,Nike Air Max 97 Cobblestone Grey Suede White UK 10.5 11.5 US QS PRM https://t.co/BnDG4VU1LH,0,ebay
115,BigFishFinds,North Carolina,RT @supergirlebay: #CuriousGeorge Varsity #Socks #2Pack #ebay #forsale #girlboss #SetOf2 https://t.co/KzyYnJfdib @eBay,1,ebay
116,WatchesArt,,#FREE OVERNIGHT! TUDOR HERITAGE BLACK BAY RED WATCH LEATHER CANVAS STRA #LuxuryWatch https://t.co/tkSrHtAzsf https://t.co/bbrXOhy5fp,0,ebay
117,lappear_ebay,New Jersey,✯❀ Danbury Mint Santa Claus Christmas Silver Rhodium Plated Bell 1978 w/Box https://t.co/z8fEakZJuS https://t.co/n6Iv19sIp1,0,ebay
118,holidayhqteam,,Florida Gators Plastic Chrome 3D Emblem Automotive Car Truck Vehicle NCAA https://t.co/gfibfa0Zy4,0,ebay
119,Negwenydonkey,Luxembourg,Check out what I found.  https://t.co/ja4GAqSOQB via @eBay_UK,0,ebay
120,WatchesArt,,#Frederique Constant Ladies Automatic Diamond Womens Watch Date FC-303W #LuxuryWatch https://t.co/zPkQSeffXT https://t.co/adcUcSSYsw,0,ebay
121,TSVAntiques,UK,"Check out what I found. #Vintage  #necklace &amp;amp; earrings set signed #jewelcraft, #costumejewellery https://t.co/rReW2RWayC via @eBay_UK",0,ebay
122,Sun_Lord,London,Check out Makewe 22 or 32 OZ Thermos Double-walled Vacuum Insulated Stainless Steel https://t.co/PQB4pWdKhw @eBay,0,ebay
123,ljowil628,Springfield MO,Check out Pedigree Men's 42 Nylon Jacket Vintage The Name That Skis The World USA Brown #Pedigree https://t.co/9zupYsHkWQ via @eBay,0,ebay
124,BlogForTheCause,Online!,Nike Air Max 90 Ultra 2.0 Flyknit Medium Olive Green String 875943 001 Size 8-13 https://t.co/0s96IJlVI6,0,ebay
125,BlogForTheCause,Online!,Nike  Kobe XI Elite Low Mens Sz 7.5 Bright Mango Grey 822675-078 Easter $200 https://t.co/grXw2zXqDA,0,ebay
126,WatchesArt,,#Beautiful Piaget Dancer 18K Yellow Gold Mother of Pearl &amp; Diamond (1.0 #LuxuryWatch https://t.co/iQmSzv7X23 https://t.co/slTPEYQgYh,0,ebay
127,WatchesArt,,#Blancpain Villeret Ultra Slim 18k Yellow Gold Open Skeleton Case Back  #LuxuryWatch https://t.co/rNCDYfrrWE https://t.co/yyUPe1yzph,0,ebay
128,2ndressedtokill,,❤✾ Ann Taylor M Pink Silk Lined Ruffle V-Neckline Side Zip Short Sleeve T... Unbeatable! https://t.co/MpGijEtxOZ https://t.co/BIojgrccT0,0,ebay
129,BlogForTheCause,Online!,Nike Air Max 97 Cobblestone Grey Suede White UK 13 US 14 QS PRM https://t.co/9MxibdMusf,0,ebay
130,ShoesIsCrazy,US,Vans Breton Boot Black QE2A12 black over-the-ankle https://t.co/B4BBY1k0x4,0,ebay
131,BlogForTheCause,Online!,NEW Nike Air Jordan Retro 13 XIII Bred Black Red 414571 010 Mens Size 10  https://t.co/1L6HszAoCk,0,ebay
132,BlogForTheCause,Online!,"Nike Air Jordan Retro 1 High OG ""ROYAL BLUES"", Men's Size 10.5 https://t.co/UDjLsu6T4a",0,ebay
133,WatchesArt,,#18k YG. AND DIAMOND LADIES VINTAGE DRESS ROLEX WATCH #LuxuryWatch https://t.co/lgfmZQTP3h https://t.co/VaWMJL7i8s,0,ebay
134,ShoesIsCrazy,US,Brand New Air Jordan 3 Retro Prem HC Women's Athletic Sneakers [AA1243 020] https://t.co/FYVDncd0lH,0,ebay
135,BlogForTheCause,Online!,"Nike Tanjun SE 844908001 black halfshoes 6.0,6.5 https://t.co/ryvRFp0wfT",0,ebay
136,BlogForTheCause,Online!,Nike Air Jordan 2010 / US Size 9 /  BLK/DARK CHARCOAL-VRSTY RD 387358 001 / New https://t.co/0rsmRvl9Qw,0,ebay
137,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC via #eBay,0,ebay
138,WatchesArt,,#Omega Seamaster Professional 300m 2561.80.00 Wrist Watch for Men James #LuxuryWatch https://t.co/grQrBGnxu6 https://t.co/J9ncidethZ,0,ebay
139,BlogForTheCause,Online!,Nike X KITH Air Pippen 1 - Black Pony Size 12 https://t.co/FzwDoDfr7e,0,ebay
140,BlogForTheCause,Online!,Nike Air Max 97 Cobblestone Grey Suede White UK 12 13 US QS PRM https://t.co/YDOqFBS9DX,0,ebay
141,2ndressedtokill,,♠♯ Nine West M/8 Brown Silk Artsy Floral Print Beaded V-Neckline Short Sl... Crazy Prices https://t.co/EPUPlBdUmv https://t.co/aC2AnNTXns,0,ebay
142,SpartyHawkCache,"Overland Park, KS",Check out Amos Otis (CF) Kansas City Royals - Autographed MLB Baseball (BAS COA) https://t.co/jlJwucj979 @eBay,0,ebay
143,hammersmith78,,RT @collectstones: Rolling Stones /    Lp  2a / 3a https://t.co/3wHs9tLjYo https://t.co/21Czsij2qG,3,ebay
144,BlogForTheCause,Online!,NEW DS Nike Air Jordan 1 Retro Hare 2009 Size 11.5 Mens 374454 011 https://t.co/XX0inoh935,0,ebay
145,SouthernEclect,"Myrtle Beach, SC",Check out Healthy Cooking by Taste of Home June / July 2011  https://t.co/y6D2eeAHU8 via @eBay,0,ebay
146,BlogForTheCause,Online!,NIB Men's Nike Air VaporMax FlyKnit Pure Platinum / Wolf Grey 849558-004 https://t.co/HknY2hCsWW,0,ebay
147,dejavugarbsplu3,,♡❃ Green Tea Plus XXL New  Blue Crushed Velvet Step Hemline Short Sleeve... Act now https://t.co/rUuum9gOXf https://t.co/n0dAyqwby9,0,ebay
148,ShoesIsCrazy,US,Brooks Running Men's Addiction 13 Shoe https://t.co/iBHOXYllfg,0,ebay
149,BlogForTheCause,Online!,Foamposite Volt lime  size 13 https://t.co/em1JX4sesc,0,ebay
150,Brand_Clothes,USA,◔• NIB ALAIA BLACK SUEDE STUDDED ROUND TOE SCULPTURED HIGH HEEL PUMPS 36.... Classic https://t.co/2a5mlRywOr https://t.co/0F0UZVa3f5,0,ebay
151,Patrici24365075,"Chester, England",#BarnsleyHour 🙄 Dragon Head Knife Hand Spinner Darts Stress Reducer EDC Fidget Finger Toy Cool 🤔… https://t.co/2HMQxchF4p,0,ebay
152,BlogForTheCause,Online!,Nike Air Max 95 Running Walking Black Binary Blue Royal Grey Sz 13 749766-023  https://t.co/Q8Hu9aAmaK,0,ebay
153,dejavugarbs,"Las Vegas, NV",✔♮ GREEN TEA XXL NEW TEAL SPACE-DYE ZIPPER DETAIL HI-LO HEM SHORT SLEEVE... Best Ever https://t.co/HsdQuri7gw https://t.co/4vZaJBezce,0,ebay
154,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Small #Nike https://t.co/6xODP6f3DC via @eBay,0,ebay
155,dejavugarbsplu3,,☼♮ GREEN TEA XL NEW WHITE BUTTERFLY PATTERN STUDS ROUND NECK SHORT SLEEVE... Act now https://t.co/I4mDZRmlm5 https://t.co/NqpYnT6obL,0,ebay
156,Malibulove919,Malibu,Check out Lululemon gorgeous hot pink zip pullover size 6 #Lululemon #ZipPullover https://t.co/y7FiZg8e2O via @eBay,0,ebay
157,belleshoppe333,Pacific Northwest - Oregon,RT @blueamberrain6: Check out Milton Toddler 12 Month Airborne Jumpsuit Green Military Outfit Dressup  https://t.co/0AkU0xTzFD @eBay,6,ebay
158,PeriodComics,,Amazing Adventures # 6 - Ditko art &amp; Kirby monster cover VG Cond. https://t.co/h0bH4FvikL https://t.co/8hECoL3noS,0,ebay
159,Bokanume,,Check out AIR JORDAN 2 RETRO NIGHTSHADE II SZ SIZE 14 385475-303 just don off white 1 blue #Jordan https://t.co/KGEMbphyhe via @eBay,0,ebay
160,CallaghanDamien,Canberra Australia,Check out Patrick Patty Mills Hand Signed San Antonio Spurs NBA Jersey https://t.co/m06r8TRKAe @eBay @NBAcom @NBA_AU,0,ebay
161,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC,0,ebay
162,SpartyHawkCache,"Overland Park, KS",Check out John Mayberry (1B) Kansas City Royals - Autographed MLB Baseball (BAS COA) https://t.co/uCA2DKQp4t @eBay,0,ebay
163,ambigdeals,"Florida, USA",Check out what I found. Cooker Pressure Electric 7 Litre 1000 W Brushed Stainless Steel/Black https://t.co/sMx8ZlFVoF via @eBay_UK,0,ebay
164,sambawoman,"Lake Michigan shores, USA",RT @USClassicAutos: eBay: 1956 Lincoln Premiere 2 door Best of the Best !! Over $150k 3 year restoration !! Make… https://t.co/FvmmF9yguJ #…,1,ebay
165,2ndressedtokill,,⌂ő NY Collection Juniors Plus 2X New Blue Faux Wrap Sleeveless Full- Leng... Affordable https://t.co/G4mKdSn0aA https://t.co/Hx1iBNE6mR,0,ebay
166,belleshoppe333,Pacific Northwest - Oregon,RT @blueamberrain6: Check out Jones New York Womans Dress Suit NEW Sz 8 Stretch Work Wool Blend $300 Value https://t.co/w9450oKTLN @eBay,4,ebay
167,ukbusinessnet,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/xSHCuf1Gpi!! Any store size - FR… https://t.co/ShKdAis8Ym,0,ebay
168,UKbusinesspromo,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/bvhVh1iA74!! Any store size - FR… https://t.co/l77A5FiaHE,0,ebay
169,networking4uk,UK,Why pay the monthly fees for a store on #ebay_uk when its all FREE on https://t.co/Zhl2wUMd4f!! Any store size - FR… https://t.co/TJL435hDOR,0,ebay
170,2ndressedtokill,,♮∞ WISHES WISHES WISHES JUNIORS 7 NEW CORAL BODY-CON STRAPLESS ABOVE KNEE... Check It Out https://t.co/l3Mh4AOiLJ https://t.co/vuV1U4sPWe,0,ebay
171,joebayy,,Check out Nike Dri-Fit Women's Crew Shorts Royal Blue With Black Control Top Size Small #Nike https://t.co/6xODP6f3DC via @eBay,0,ebay
172,SouthernEclect,"Myrtle Beach, SC",Check out Every Day with Rachael Ray Magazine August 2011  https://t.co/qOUBRkB5Pg via @eBay,0,ebay
173,TurtleTycoon,"New York, NY",Mutant Ninja Turtles TMNT Action Figures Collection Toys Set Gift 6pcs  on eBay: https://t.co/TjBJM8vPUL #tmnt… https://t.co/RdHvdXvMtT,0,ebay
174,propriator,Good Ole US of A,RT @RedworldToys: PLEASE RT NEW LISTING FUNKO POP VINYL FIGURE - SERIES 1 - #BATMAN #THEJOKER NO. 44 MB #FUNKOPOP #FUNKO https://t.co/rWv5e…,3,ebay
175,wildlife_ranger,Yorkshire,#photography  #digitalcamera #canon #eos #canoneos #lens #camera #cameraspares #nikon #dslr #photographer  Canon… https://t.co/jkaRAWJeEf,0,ebay
176,dejavugarbs,"Las Vegas, NV",♮☾ Green Tea L New Gray Space-Dye Zip Back Hem Split Neck Short Sleeve Tu... Best Ever https://t.co/MWw0f9HaG1 https://t.co/qp3s7OARjO,0,ebay
177,Sun_Lord,London,Prextex Remote Control Monster Police Truck Radio Control Police Car Toys Boys https://t.co/dp1ZB82gLN @eBay,0,ebay
178,SpartyHawkCache,"Overland Park, KS",Check out Christian Colon (2B/SS) Miami Marlin - Autographed MLB Baseball (BAS COA) https://t.co/IImqbPnMiE @eBay,0,ebay
179,HarryDownes69,"Falkirk, Stirlingshire","RT @Quizman3: Golden Years of #Darlington. Local #History - Nostalgia, #Durham (*Hardback*)  https://t.co/CixT6AjAf4 via @eBay_UK",4,ebay
180,dejavugarbsplu3,,ő Green Tea Plus XXL New Pink Crushed Velvet Step Hemline Short Sleeve T... Be Inspired! https://t.co/0ifEGHeq9U https://t.co/gp07XKYGgy,0,ebay
181,pearwomper,New Jersey,Check out #Pennsylvania #Railroad West Jersey &amp; Seashore Railroad #TimeTable 63 June 1911 #Collectibles https://t.co/8ub9EYR83C via @eBay,0,ebay
182,EternityDesignD,"Gilbertsville, PA",RT @Seraphimslair: @IamMicaela_K @cottage_green @Cindy02051676 @RetVintage @EverRotating @ReynoldRetro @Replacements4U @ImperialCrochet @Et…,5,ebay
183,Adriana10118,,✾ New Women's The North Face Ladies Agave Coat Jacket Medium Shop &amp; Save https://t.co/1DI3kWxStb https://t.co/oZ2haK8Ps9,0,ebay
184,ENGLANDTOWN,New York City,I liked a @YouTube video https://t.co/qaWB9WVEaZ How to Sell on eBay | Beginners Tutorial Tips and Tricks 2017,0,ebay
185,SmartHomeParts,United States,Android 4.4 Mini 1080P DLP LED Projector 2.4/5G WiFi Bluetooth4.0 HD USB TF J6X4 https://t.co/hZDYXxsTJ4 https://t.co/eVYVibNw9h,0,ebay
186,BitcoinGatherer,Decentralized,Bitcoin on eBay: (2015 Denarium Gold Plated Brass Physical Bitcoin ...) - https://t.co/6xobR9dMgH #bitcoin #bAgile… https://t.co/i0p2kZAXcY,0,ebay
187,The_Rusty_Nail1,"South Carolina, USA",RT @The_Rusty_Nail1: Look what I found on @eBay! https://t.co/W4RPRJUfTK via @eBay,24,ebay
188,joebayy,,Kendra Scott Mother Of Pearl Alexandra's SINGLE EARRING #KendraScott #Selling #Amazon #ForSale #Selling #Ebay  https://t.co/v0AQG61Oik,0,ebay
189,BennettStreet1,,Check out Who Moved My Cheese? : An Amazing Way to Deal with Change in Your Work and in Yo  https://t.co/4XNVY7239J via @eBay,0,ebay
190,SpartyHawkCache,"Overland Park, KS","Check out ""Trader"" Jack McKeon (MGR) Florida Marlins - Autographed MLB Baseball (BAS COA)  https://t.co/XXnKguppVN @eBay",0,ebay
191,dejavugarbsplu3,,♢❞ Green Tea M New Gray Space-Dye Zip Back Hem Split Neck Short Sleeve Tu... Act Soon! https://t.co/532FjYhZuP https://t.co/uOUhyz5crr,0,ebay
